tiff_file,distance,category,ground_truth
Dataset/ThermEval-D/Thermal_795,2ft,Chest,31.49118423461914
Dataset/ThermEval-D/Thermal_808,6ft,Person,30.803497314453125
Dataset/ThermEval-D/Thermal_808,6ft,Chest,31.501319885253903
Dataset/ThermEval-D/Thermal_808,6ft,Nose,33.351837158203125
Dataset/ThermEval-D/Thermal_844,6ft,Person,32.90188217163086
Dataset/ThermEval-D/Thermal_844,6ft,Chest,32.31803894042969
Dataset/ThermEval-D/Thermal_741,2ft,Person,32.465797424316406
Dataset/ThermEval-D/Thermal_741,2ft,Chest,31.804912567138672
Dataset/ThermEval-D/Thermal_741,2ft,Forehead,34.73716354370117
Dataset/ThermEval-D/Thermal_741,2ft,Nose,33.955562591552734
Dataset/ThermEval-D/Thermal_514,2ft,Person,31.452510833740234
Dataset/ThermEval-D/Thermal_514,2ft,Chest,30.97777938842773
Dataset/ThermEval-D/Thermal_514,2ft,Forehead,33.309898376464844
Dataset/ThermEval-D/Thermal_514,2ft,Nose,33.77737045288086
Dataset/ThermEval-D/Thermal_705,2ft,Person,32.52920913696289
Dataset/ThermEval-D/Thermal_705,2ft,Chest,32.13656234741211
Dataset/ThermEval-D/Thermal_705,2ft,Forehead,34.789249420166016
Dataset/ThermEval-D/Thermal_867,10ft,Person,31.835857391357425
Dataset/ThermEval-D/Thermal_867,10ft,Chest,31.59440994262696
Dataset/ThermEval-D/Thermal_833,2ft,Person,33.59505844116211
Dataset/ThermEval-D/Thermal_833,2ft,Chest,32.95035934448242
Dataset/ThermEval-D/Thermal_898,6ft,Person,31.641525268554688
Dataset/ThermEval-D/Thermal_898,6ft,Chest,31.60112953186035
Dataset/ThermEval-D/Thermal_591,10ft,Person,30.747041702270508
Dataset/ThermEval-D/Thermal_591,10ft,Chest,30.168575286865234
Dataset/ThermEval-D/Thermal_591,10ft,Forehead,32.753963470458984
Dataset/ThermEval-D/Thermal_552,10ft,Person,30.54414939880371
Dataset/ThermEval-D/Thermal_552,10ft,Chest,29.920116424560547
Dataset/ThermEval-D/Thermal_552,10ft,Forehead,32.651817321777344
Dataset/ThermEval-D/Thermal_1018,2ft,Person,31.105758666992188
Dataset/ThermEval-D/Thermal_1018,2ft,Chest,30.81425666809082
Dataset/ThermEval-D/Thermal_1018,2ft,Forehead,33.52141571044922
Dataset/ThermEval-D/Thermal_1018,2ft,Nose,32.81835174560547
Dataset/ThermEval-D/Thermal_973,2ft,Person,32.757057189941406
Dataset/ThermEval-D/Thermal_973,2ft,Chest,32.783241271972656
Dataset/ThermEval-D/Thermal_973,2ft,Forehead,35.4302978515625
Dataset/ThermEval-D/Thermal_766,10ft,Person,32.78462600708008
Dataset/ThermEval-D/Thermal_766,10ft,Chest,32.94264221191406
Dataset/ThermEval-D/Thermal_732,10ft,Person,32.059181213378906
Dataset/ThermEval-D/Thermal_732,10ft,Chest,32.16981887817383
Dataset/ThermEval-D/Thermal_661,6ft,Person,32.046592712402344
Dataset/ThermEval-D/Thermal_661,6ft,Chest,32.29787063598633
Dataset/ThermEval-D/Thermal_956,10ft,Person,29.377117156982425
Dataset/ThermEval-D/Thermal_956,10ft,Chest,29.267004013061523
Dataset/ThermEval-D/Thermal_947,10ft,Person,31.048768997192383
Dataset/ThermEval-D/Thermal_947,10ft,Chest,30.786481857299805
Dataset/ThermEval-D/Thermal_654,2ft,Person,31.40187644958496
Dataset/ThermEval-D/Thermal_654,2ft,Chest,31.59324836730957
Dataset/ThermEval-D/Thermal_654,2ft,Nose,32.571773529052734
Dataset/ThermEval-D/Thermal_654,2ft,Forehead,33.361942291259766
Dataset/ThermEval-D/Thermal_859,10ft,Person,33.51799774169922
Dataset/ThermEval-D/Thermal_859,10ft,Chest,33.159366607666016
Dataset/ThermEval-D/Thermal_863,10ft,Person,32.367767333984375
Dataset/ThermEval-D/Thermal_863,10ft,Chest,32.1348876953125
Dataset/ThermEval-D/Thermal_807,6ft,Person,30.77526092529297
Dataset/ThermEval-D/Thermal_807,6ft,Chest,31.484519958496094
Dataset/ThermEval-D/Thermal_746,2ft,Person,32.88147735595703
Dataset/ThermEval-D/Thermal_746,2ft,Chest,32.402854919433594
Dataset/ThermEval-D/Thermal_746,2ft,Forehead,35.13440704345703
Dataset/ThermEval-D/Thermal_746,2ft,Nose,34.390907287597656
Dataset/ThermEval-D/Thermal_731,10ft,Person,32.113853454589844
Dataset/ThermEval-D/Thermal_731,10ft,Chest,32.20673751831055
Dataset/ThermEval-D/Thermal_874,2ft,Person,31.93930435180664
Dataset/ThermEval-D/Thermal_874,2ft,Chest,31.48651885986328
Dataset/ThermEval-D/Thermal_874,2ft,Forehead,33.82170867919922
Dataset/ThermEval-D/Thermal_874,2ft,Nose,33.92253494262695
Dataset/ThermEval-D/Thermal_777,10ft,Person,30.86212539672852
Dataset/ThermEval-D/Thermal_777,10ft,Chest,30.6886043548584
Dataset/ThermEval-D/Thermal_675,6ft,Person,30.313453674316406
Dataset/ThermEval-D/Thermal_675,6ft,Chest,30.1130428314209
Dataset/ThermEval-D/Thermal_798,6ft,Person,32.54073715209961
Dataset/ThermEval-D/Thermal_798,6ft,Chest,33.149532318115234
Dataset/ThermEval-D/Thermal_989,6ft,Person,32.02799224853516
Dataset/ThermEval-D/Thermal_989,6ft,Chest,32.46595001220703
Dataset/ThermEval-D/Thermal_744,2ft,Person,33.20613098144531
Dataset/ThermEval-D/Thermal_744,2ft,Chest,32.59749221801758
Dataset/ThermEval-D/Thermal_744,2ft,Forehead,35.115943908691406
Dataset/ThermEval-D/Thermal_1044,10ft,Person,30.63286781311035
Dataset/ThermEval-D/Thermal_1044,10ft,Chest,30.75727081298828
Dataset/ThermEval-D/Thermal_1044,10ft,Forehead,33.18482208251953
Dataset/ThermEval-D/Thermal_815,10ft,Person,30.7330322265625
Dataset/ThermEval-D/Thermal_815,10ft,Chest,31.439592361450195
Dataset/ThermEval-D/Thermal_587,10ft,Person,32.61296463012695
Dataset/ThermEval-D/Thermal_587,10ft,Chest,31.463781356811523
Dataset/ThermEval-D/Thermal_587,10ft,Forehead,34.75178146362305
Dataset/ThermEval-D/Thermal_653,2ft,Person,31.37123107910156
Dataset/ThermEval-D/Thermal_653,2ft,Chest,31.504148483276367
Dataset/ThermEval-D/Thermal_653,2ft,Nose,32.85000228881836
Dataset/ThermEval-D/Thermal_816,10ft,Person,30.429248809814453
Dataset/ThermEval-D/Thermal_816,10ft,Chest,31.30118179321289
Dataset/ThermEval-D/Thermal_811,10ft,Person,32.063812255859375
Dataset/ThermEval-D/Thermal_811,10ft,Chest,32.789283752441406
Dataset/ThermEval-D/Thermal_1025,6ft,Person,31.51131629943848
Dataset/ThermEval-D/Thermal_1025,6ft,Chest,31.383514404296875
Dataset/ThermEval-D/Thermal_1025,6ft,Forehead,33.96269607543945
Dataset/ThermEval-D/Thermal_1042,10ft,Person,30.669044494628903
Dataset/ThermEval-D/Thermal_1042,10ft,Chest,30.86600112915039
Dataset/ThermEval-D/Thermal_1002,10ft,Person,30.68563842773437
Dataset/ThermEval-D/Thermal_1002,10ft,Chest,31.984798431396484
Dataset/ThermEval-D/Thermal_724,10ft,Person,33.3746223449707
Dataset/ThermEval-D/Thermal_724,10ft,Chest,33.5449104309082
Dataset/ThermEval-D/Thermal_715,6ft,Person,32.27897262573242
Dataset/ThermEval-D/Thermal_715,6ft,Chest,32.02911758422852
Dataset/ThermEval-D/Thermal_743,2ft,Person,31.89337158203125
Dataset/ThermEval-D/Thermal_743,2ft,Chest,31.271114349365234
Dataset/ThermEval-D/Thermal_743,2ft,Forehead,33.77214813232422
Dataset/ThermEval-D/Thermal_547,10ft,Person,29.72760391235352
Dataset/ThermEval-D/Thermal_547,10ft,Chest,28.95873641967773
Dataset/ThermEval-D/Thermal_930,2ft,Person,31.143037796020508
Dataset/ThermEval-D/Thermal_930,2ft,Chest,30.83791732788086
Dataset/ThermEval-D/Thermal_930,2ft,Forehead,34.43416213989258
Dataset/ThermEval-D/Thermal_596,10ft,Person,29.816011428833008
Dataset/ThermEval-D/Thermal_596,10ft,Chest,28.93931770324707
Dataset/ThermEval-D/Thermal_596,10ft,Forehead,31.73749542236328
Dataset/ThermEval-D/Thermal_717,6ft,Person,32.08985137939453
Dataset/ThermEval-D/Thermal_717,6ft,Chest,31.91517639160156
Dataset/ThermEval-D/Thermal_909,10ft,Person,31.45820617675781
Dataset/ThermEval-D/Thermal_909,10ft,Chest,31.573598861694336
Dataset/ThermEval-D/Thermal_918,2ft,Person,30.49604606628418
Dataset/ThermEval-D/Thermal_918,2ft,Chest,30.3497257232666
Dataset/ThermEval-D/Thermal_918,2ft,Forehead,33.414363861083984
Dataset/ThermEval-D/Thermal_610,2ft,Person,31.75316429138184
Dataset/ThermEval-D/Thermal_610,2ft,Chest,30.954116821289062
Dataset/ThermEval-D/Thermal_610,2ft,Forehead,33.29191207885742
Dataset/ThermEval-D/Thermal_610,2ft,Nose,33.1514778137207
Dataset/ThermEval-D/Thermal_530,6ft,Person,30.46291923522949
Dataset/ThermEval-D/Thermal_530,6ft,Chest,29.15891456604004
Dataset/ThermEval-D/Thermal_597,10ft,Person,29.81620407104492
Dataset/ThermEval-D/Thermal_597,10ft,Chest,29.01648712158203
Dataset/ThermEval-D/Thermal_804,6ft,Person,30.732160568237305
Dataset/ThermEval-D/Thermal_804,6ft,Chest,31.16703987121582
Dataset/ThermEval-D/Thermal_756,6ft,Person,31.19628143310547
Dataset/ThermEval-D/Thermal_756,6ft,Chest,30.82860946655273
Dataset/ThermEval-D/Thermal_1045,10ft,Person,30.485980987548828
Dataset/ThermEval-D/Thermal_1045,10ft,Chest,30.562305450439453
Dataset/ThermEval-D/Thermal_522,2ft,Person,30.73513412475586
Dataset/ThermEval-D/Thermal_522,2ft,Chest,29.830602645874023
Dataset/ThermEval-D/Thermal_522,2ft,Forehead,33.55683898925781
Dataset/ThermEval-D/Thermal_925,2ft,Person,30.850122451782227
Dataset/ThermEval-D/Thermal_925,2ft,Chest,30.5893611907959
Dataset/ThermEval-D/Thermal_799,6ft,Person,32.45158386230469
Dataset/ThermEval-D/Thermal_799,6ft,Chest,32.86722946166992
Dataset/ThermEval-D/Thermal_799,6ft,Nose,34.98906326293945
Dataset/ThermEval-D/Thermal_941,6ft,Person,30.084455490112305
Dataset/ThermEval-D/Thermal_941,6ft,Chest,29.90488815307617
Dataset/ThermEval-D/Thermal_624,6ft,Person,31.2178897857666
Dataset/ThermEval-D/Thermal_624,6ft,Chest,30.25492477416992
Dataset/ThermEval-D/Thermal_787,2ft,Person,31.400541305541992
Dataset/ThermEval-D/Thermal_787,2ft,Chest,31.210826873779297
Dataset/ThermEval-D/Thermal_868,10ft,Person,31.74651908874512
Dataset/ThermEval-D/Thermal_868,10ft,Chest,31.68040657043457
Dataset/ThermEval-D/Thermal_619,6ft,Person,31.78117179870605
Dataset/ThermEval-D/Thermal_619,6ft,Chest,30.9072265625
Dataset/ThermEval-D/Thermal_619,6ft,Forehead,32.93414306640625
Dataset/ThermEval-D/Thermal_830,2ft,Person,33.41964340209961
Dataset/ThermEval-D/Thermal_830,2ft,Chest,32.661521911621094
Dataset/ThermEval-D/Thermal_937,6ft,Person,30.556808471679688
Dataset/ThermEval-D/Thermal_937,6ft,Chest,30.36749649047852
Dataset/ThermEval-D/Thermal_1047,10ft,Person,31.193574905395508
Dataset/ThermEval-D/Thermal_1047,10ft,Chest,31.51108169555664
Dataset/ThermEval-D/Thermal_969,2ft,Person,33.203670501708984
Dataset/ThermEval-D/Thermal_969,2ft,Chest,33.078060150146484
Dataset/ThermEval-D/Thermal_969,2ft,Forehead,35.24116516113281
Dataset/ThermEval-D/Thermal_969,2ft,Nose,33.536251068115234
Dataset/ThermEval-D/Thermal_873,2ft,Person,32.305641174316406
Dataset/ThermEval-D/Thermal_873,2ft,Chest,31.8598861694336
Dataset/ThermEval-D/Thermal_873,2ft,Forehead,34.3170051574707
Dataset/ThermEval-D/Thermal_873,2ft,Nose,34.408329010009766
Dataset/ThermEval-D/Thermal_557,2ft,Person,32.14137649536133
Dataset/ThermEval-D/Thermal_557,2ft,Chest,31.546276092529297
Dataset/ThermEval-D/Thermal_557,2ft,Forehead,34.77838897705078
Dataset/ThermEval-D/Thermal_557,2ft,Nose,34.89906311035156
Dataset/ThermEval-D/Thermal_572,6ft,Person,32.9306526184082
Dataset/ThermEval-D/Thermal_572,6ft,Chest,31.7885684967041
Dataset/ThermEval-D/Thermal_572,6ft,Forehead,35.00795364379883
Dataset/ThermEval-D/Thermal_853,6ft,Person,32.92343521118164
Dataset/ThermEval-D/Thermal_853,6ft,Chest,32.5226936340332
Dataset/ThermEval-D/Thermal_1016,2ft,Person,31.5905818939209
Dataset/ThermEval-D/Thermal_1016,2ft,Chest,31.309383392333984
Dataset/ThermEval-D/Thermal_1016,2ft,Forehead,34.35309982299805
Dataset/ThermEval-D/Thermal_1016,2ft,Nose,32.29999923706055
Dataset/ThermEval-D/Thermal_984,6ft,Person,31.95845031738281
Dataset/ThermEval-D/Thermal_984,6ft,Chest,32.222530364990234
Dataset/ThermEval-D/Thermal_891,6ft,Person,32.34725570678711
Dataset/ThermEval-D/Thermal_891,6ft,Chest,32.15794372558594
Dataset/ThermEval-D/Thermal_684,10ft,Person,29.8114070892334
Dataset/ThermEval-D/Thermal_684,10ft,Chest,29.61145782470703
Dataset/ThermEval-D/Thermal_796,6ft,Person,32.7368278503418
Dataset/ThermEval-D/Thermal_796,6ft,Chest,33.16655731201172
Dataset/ThermEval-D/Thermal_796,6ft,Nose,35.28154754638672
Dataset/ThermEval-D/Thermal_702,2ft,Person,32.95935821533203
Dataset/ThermEval-D/Thermal_702,2ft,Forehead,34.893882751464844
Dataset/ThermEval-D/Thermal_702,2ft,Chest,32.61837387084961
Dataset/ThermEval-D/Thermal_728,10ft,Person,32.492828369140625
Dataset/ThermEval-D/Thermal_728,10ft,Chest,32.66006088256836
Dataset/ThermEval-D/Thermal_585,6ft,Person,31.41448974609375
Dataset/ThermEval-D/Thermal_585,6ft,Chest,30.28655242919922
Dataset/ThermEval-D/Thermal_585,6ft,Nose,32.358333587646484
Dataset/ThermEval-D/Thermal_585,6ft,Forehead,33.103126525878906
Dataset/ThermEval-D/Thermal_531,6ft,Person,30.13231086730957
Dataset/ThermEval-D/Thermal_531,6ft,Chest,28.993915557861328
Dataset/ThermEval-D/Thermal_531,6ft,Nose,33.418182373046875
Dataset/ThermEval-D/Thermal_600,10ft,Person,30.782854080200195
Dataset/ThermEval-D/Thermal_600,10ft,Chest,29.83810806274414
Dataset/ThermEval-D/Thermal_879,2ft,Person,32.089847564697266
Dataset/ThermEval-D/Thermal_879,2ft,Chest,31.58010673522949
Dataset/ThermEval-D/Thermal_879,2ft,Forehead,33.9462776184082
Dataset/ThermEval-D/Thermal_879,2ft,Nose,33.52959060668945
Dataset/ThermEval-D/Thermal_767,10ft,Person,32.36785125732422
Dataset/ThermEval-D/Thermal_767,10ft,Chest,32.3768310546875
Dataset/ThermEval-D/Thermal_790,2ft,Person,31.35350227355957
Dataset/ThermEval-D/Thermal_790,2ft,Chest,31.26587677001953
Dataset/ThermEval-D/Thermal_790,2ft,Forehead,34.27037048339844
Dataset/ThermEval-D/Thermal_635,10ft,Person,30.8382625579834
Dataset/ThermEval-D/Thermal_635,10ft,Chest,30.136947631835938
Dataset/ThermEval-D/Thermal_517,2ft,Person,30.09266471862793
Dataset/ThermEval-D/Thermal_517,2ft,Chest,29.70451164245605
Dataset/ThermEval-D/Thermal_517,2ft,Forehead,31.631017684936523
Dataset/ThermEval-D/Thermal_517,2ft,Nose,32.86113357543945
Dataset/ThermEval-D/Thermal_524,2ft,Person,30.5832576751709
Dataset/ThermEval-D/Thermal_524,2ft,Chest,29.777080535888672
Dataset/ThermEval-D/Thermal_524,2ft,Forehead,33.103759765625
Dataset/ThermEval-D/Thermal_639,10ft,Person,30.15959930419922
Dataset/ThermEval-D/Thermal_639,10ft,Chest,29.326454162597656
Dataset/ThermEval-D/Thermal_917,2ft,Person,30.61248588562012
Dataset/ThermEval-D/Thermal_917,2ft,Forehead,32.99102020263672
Dataset/ThermEval-D/Thermal_917,2ft,Nose,29.61785697937012
Dataset/ThermEval-D/Thermal_917,2ft,Chest,30.50947380065918
Dataset/ThermEval-D/Thermal_934,6ft,Person,31.64159202575684
Dataset/ThermEval-D/Thermal_934,6ft,Chest,31.25055313110352
Dataset/ThermEval-D/Thermal_511,2ft,Person,32.77902603149414
Dataset/ThermEval-D/Thermal_511,2ft,Chest,32.36088943481445
Dataset/ThermEval-D/Thermal_511,2ft,Forehead,35.085689544677734
Dataset/ThermEval-D/Thermal_511,2ft,Nose,35.76239776611328
Dataset/ThermEval-D/Thermal_632,10ft,Person,32.54185485839844
Dataset/ThermEval-D/Thermal_632,10ft,Chest,31.80733871459961
Dataset/ThermEval-D/Thermal_878,2ft,Person,32.1556396484375
Dataset/ThermEval-D/Thermal_878,2ft,Chest,31.66264915466309
Dataset/ThermEval-D/Thermal_878,2ft,Forehead,33.90998840332031
Dataset/ThermEval-D/Thermal_878,2ft,Nose,34.15823745727539
Dataset/ThermEval-D/Thermal_693,2ft,Person,33.32414627075195
Dataset/ThermEval-D/Thermal_693,2ft,Chest,32.89113235473633
Dataset/ThermEval-D/Thermal_693,2ft,Nose,34.61640930175781
Dataset/ThermEval-D/Thermal_693,2ft,Forehead,35.01546859741211
Dataset/ThermEval-D/Thermal_1050,10ft,Person,31.11687469482422
Dataset/ThermEval-D/Thermal_1050,10ft,Chest,31.26129913330078
Dataset/ThermEval-D/Thermal_575,6ft,Person,31.65567779541016
Dataset/ThermEval-D/Thermal_575,6ft,Chest,30.59976959228516
Dataset/ThermEval-D/Thermal_801,6ft,Person,30.98411750793457
Dataset/ThermEval-D/Thermal_801,6ft,Chest,31.60116958618164
Dataset/ThermEval-D/Thermal_939,6ft,Person,30.349071502685547
Dataset/ThermEval-D/Thermal_939,6ft,Chest,30.00955581665039
Dataset/ThermEval-D/Thermal_737,2ft,Person,33.83137512207031
Dataset/ThermEval-D/Thermal_737,2ft,Chest,33.15668487548828
Dataset/ThermEval-D/Thermal_737,2ft,Forehead,36.39342880249024
Dataset/ThermEval-D/Thermal_737,2ft,Nose,36.30879592895508
Dataset/ThermEval-D/Thermal_646,2ft,Person,31.766477584838867
Dataset/ThermEval-D/Thermal_646,2ft,Chest,31.86577415466309
Dataset/ThermEval-D/Thermal_646,2ft,Nose,32.80149841308594
Dataset/ThermEval-D/Thermal_646,2ft,Forehead,34.29762268066406
Dataset/ThermEval-D/Thermal_905,10ft,Person,31.18974494934082
Dataset/ThermEval-D/Thermal_905,10ft,Chest,31.310232162475582
Dataset/ThermEval-D/Thermal_949,10ft,Person,30.914100646972656
Dataset/ThermEval-D/Thermal_949,10ft,Chest,30.71475601196289
Dataset/ThermEval-D/Thermal_869,10ft,Person,31.6743106842041
Dataset/ThermEval-D/Thermal_869,10ft,Chest,31.49506187438965
Dataset/ThermEval-D/Thermal_794,2ft,Person,31.46587562561035
Dataset/ThermEval-D/Thermal_794,2ft,Chest,31.49846839904785
Dataset/ThermEval-D/Thermal_794,2ft,Forehead,34.307647705078125
Dataset/ThermEval-D/Thermal_794,2ft,Nose,32.83611297607422
Dataset/ThermEval-D/Thermal_607,2ft,Person,32.361576080322266
Dataset/ThermEval-D/Thermal_607,2ft,Nose,33.07461166381836
Dataset/ThermEval-D/Thermal_607,2ft,Forehead,33.44169998168945
Dataset/ThermEval-D/Thermal_607,2ft,Chest,31.56314468383789
Dataset/ThermEval-D/Thermal_657,2ft,Person,31.223764419555664
Dataset/ThermEval-D/Thermal_657,2ft,Chest,31.751895904541016
Dataset/ThermEval-D/Thermal_729,10ft,Person,32.41841506958008
Dataset/ThermEval-D/Thermal_729,10ft,Chest,32.56751251220703
Dataset/ThermEval-D/Thermal_678,10ft,Person,31.48901557922364
Dataset/ThermEval-D/Thermal_678,10ft,Chest,31.361696243286133
Dataset/ThermEval-D/Thermal_1024,6ft,Person,31.82767677307129
Dataset/ThermEval-D/Thermal_1024,6ft,Chest,31.78774642944336
Dataset/ThermEval-D/Thermal_1024,6ft,Forehead,34.856502532958984
Dataset/ThermEval-D/Thermal_571,6ft,Person,33.32381057739258
Dataset/ThermEval-D/Thermal_571,6ft,Chest,32.32207489013672
Dataset/ThermEval-D/Thermal_571,6ft,Forehead,35.15040969848633
Dataset/ThermEval-D/Thermal_1007,2ft,Person,33.99190902709961
Dataset/ThermEval-D/Thermal_1007,2ft,Chest,33.879852294921875
Dataset/ThermEval-D/Thermal_1007,2ft,Forehead,37.186317443847656
Dataset/ThermEval-D/Thermal_1007,2ft,Nose,36.35238265991211
Dataset/ThermEval-D/Thermal_914,10ft,Person,30.76375389099121
Dataset/ThermEval-D/Thermal_914,10ft,Chest,30.99267768859864
Dataset/ThermEval-D/Thermal_1038,10ft,Person,31.26591110229492
Dataset/ThermEval-D/Thermal_1038,10ft,Chest,31.600006103515625
Dataset/ThermEval-D/Thermal_1038,10ft,Forehead,33.87623977661133
Dataset/ThermEval-D/Thermal_827,2ft,Person,33.65349197387695
Dataset/ThermEval-D/Thermal_827,2ft,Chest,33.097007751464844
Dataset/ThermEval-D/Thermal_827,2ft,Forehead,35.507225036621094
Dataset/ThermEval-D/Thermal_827,2ft,Nose,34.319950103759766
Dataset/ThermEval-D/Thermal_983,6ft,Person,32.159027099609375
Dataset/ThermEval-D/Thermal_983,6ft,Chest,32.36837387084961
Dataset/ThermEval-D/Thermal_987,6ft,Person,31.92637252807617
Dataset/ThermEval-D/Thermal_987,6ft,Chest,32.47986602783203
Dataset/ThermEval-D/Thermal_689,10ft,Person,29.83802604675293
Dataset/ThermEval-D/Thermal_689,10ft,Chest,29.78654670715332
Dataset/ThermEval-D/Thermal_677,10ft,Chest,31.540922164916992
Dataset/ThermEval-D/Thermal_677,10ft,Person,31.73536872863769
Dataset/ThermEval-D/Thermal_710,6ft,Person,32.53878402709961
Dataset/ThermEval-D/Thermal_710,6ft,Chest,32.300052642822266
Dataset/ThermEval-D/Thermal_710,6ft,Forehead,34.34173583984375
Dataset/ThermEval-D/Thermal_647,2ft,Person,32.21856689453125
Dataset/ThermEval-D/Thermal_647,2ft,Chest,32.32366943359375
Dataset/ThermEval-D/Thermal_647,2ft,Nose,34.29362106323242
Dataset/ThermEval-D/Thermal_966,2ft,Person,33.6829719543457
Dataset/ThermEval-D/Thermal_966,2ft,Chest,33.58795547485352
Dataset/ThermEval-D/Thermal_966,2ft,Nose,35.5157585144043
Dataset/ThermEval-D/Thermal_708,6ft,Person,32.618316650390625
Dataset/ThermEval-D/Thermal_708,6ft,Chest,32.340965270996094
Dataset/ThermEval-D/Thermal_995,10ft,Person,31.71739387512207
Dataset/ThermEval-D/Thermal_995,10ft,Chest,32.82574462890625
Dataset/ThermEval-D/Thermal_621,6ft,Person,31.5380973815918
Dataset/ThermEval-D/Thermal_621,6ft,Chest,30.647031784057617
Dataset/ThermEval-D/Thermal_564,2ft,Person,30.488847732543945
Dataset/ThermEval-D/Thermal_564,2ft,Chest,30.0286808013916
Dataset/ThermEval-D/Thermal_564,2ft,Forehead,32.33817672729492
Dataset/ThermEval-D/Thermal_793,2ft,Person,31.457019805908203
Dataset/ThermEval-D/Thermal_793,2ft,Chest,31.367908477783203
Dataset/ThermEval-D/Thermal_866,10ft,Person,31.942232131958008
Dataset/ThermEval-D/Thermal_866,10ft,Chest,31.818113327026367
Dataset/ThermEval-D/Thermal_758,6ft,Person,32.40846252441406
Dataset/ThermEval-D/Thermal_758,6ft,Chest,31.998157501220703
Dataset/ThermEval-D/Thermal_543,10ft,Person,30.85977363586425
Dataset/ThermEval-D/Thermal_543,10ft,Chest,30.302942276000977
Dataset/ThermEval-D/Thermal_543,10ft,Forehead,32.98541259765625
Dataset/ThermEval-D/Thermal_755,6ft,Person,31.45106506347656
Dataset/ThermEval-D/Thermal_755,6ft,Chest,31.194446563720703
Dataset/ThermEval-D/Thermal_692,2ft,Person,33.41587829589844
Dataset/ThermEval-D/Thermal_692,2ft,Chest,32.997039794921875
Dataset/ThermEval-D/Thermal_692,2ft,Forehead,35.39106369018555
Dataset/ThermEval-D/Thermal_692,2ft,Nose,35.146751403808594
Dataset/ThermEval-D/Thermal_955,10ft,Person,29.69188499450684
Dataset/ThermEval-D/Thermal_955,10ft,Chest,29.56268882751465
Dataset/ThermEval-D/Thermal_899,6ft,Person,31.478734970092773
Dataset/ThermEval-D/Thermal_899,6ft,Chest,31.51792335510254
Dataset/ThermEval-D/Thermal_931,6ft,Person,31.714859008789062
Dataset/ThermEval-D/Thermal_931,6ft,Chest,31.46526336669922
Dataset/ThermEval-D/Thermal_931,6ft,Forehead,34.49272918701172
Dataset/ThermEval-D/Thermal_1000,10ft,Person,30.93814468383789
Dataset/ThermEval-D/Thermal_1000,10ft,Chest,32.07453155517578
Dataset/ThermEval-D/Thermal_871,2ft,Person,32.95338439941406
Dataset/ThermEval-D/Thermal_871,2ft,Chest,32.3402214050293
Dataset/ThermEval-D/Thermal_871,2ft,Forehead,35.21805953979492
Dataset/ThermEval-D/Thermal_871,2ft,Nose,35.395835876464844
Dataset/ThermEval-D/Thermal_943,6ft,Person,30.154417037963867
Dataset/ThermEval-D/Thermal_943,6ft,Chest,29.698789596557617
Dataset/ThermEval-D/Thermal_908,10ft,Person,31.4915828704834
Dataset/ThermEval-D/Thermal_908,10ft,Chest,31.64818000793457
Dataset/ThermEval-D/Thermal_843,6ft,Person,33.0775146484375
Dataset/ThermEval-D/Thermal_843,6ft,Chest,32.59695816040039
Dataset/ThermEval-D/Thermal_1033,6ft,Person,31.665382385253903
Dataset/ThermEval-D/Thermal_1033,6ft,Chest,31.42990493774414
Dataset/ThermEval-D/Thermal_848,6ft,Person,32.70831680297852
Dataset/ThermEval-D/Thermal_848,6ft,Chest,32.0369873046875
Dataset/ThermEval-D/Thermal_997,10ft,Person,31.246091842651367
Dataset/ThermEval-D/Thermal_997,10ft,Chest,32.413387298583984
Dataset/ThermEval-D/Thermal_736,2ft,Person,33.91143798828125
Dataset/ThermEval-D/Thermal_736,2ft,Chest,33.23503875732422
Dataset/ThermEval-D/Thermal_736,2ft,Forehead,36.350399017333984
Dataset/ThermEval-D/Thermal_736,2ft,Nose,36.65571212768555
Dataset/ThermEval-D/Thermal_959,10ft,Person,29.45011711120605
Dataset/ThermEval-D/Thermal_959,10ft,Chest,29.268848419189453
Dataset/ThermEval-D/Thermal_946,10ft,Person,31.06397247314453
Dataset/ThermEval-D/Thermal_946,10ft,Chest,30.86821174621582
Dataset/ThermEval-D/Thermal_565,2ft,Person,31.72495460510254
Dataset/ThermEval-D/Thermal_565,2ft,Chest,31.200815200805664
Dataset/ThermEval-D/Thermal_565,2ft,Forehead,33.59006881713867
Dataset/ThermEval-D/Thermal_565,2ft,Nose,33.611366271972656
Dataset/ThermEval-D/Thermal_536,6ft,Person,30.59326171875
Dataset/ThermEval-D/Thermal_536,6ft,Chest,29.414527893066406
Dataset/ThermEval-D/Thermal_536,6ft,Forehead,32.82844924926758
Dataset/ThermEval-D/Thermal_1029,6ft,Person,31.25647354125977
Dataset/ThermEval-D/Thermal_1029,6ft,Chest,31.19806671142578
Dataset/ThermEval-D/Thermal_1029,6ft,Forehead,33.697696685791016
Dataset/ThermEval-D/Thermal_772,10ft,Person,30.907745361328125
Dataset/ThermEval-D/Thermal_772,10ft,Chest,30.845020294189453
Dataset/ThermEval-D/Thermal_924,2ft,Person,30.945575714111328
Dataset/ThermEval-D/Thermal_924,2ft,Chest,30.71564674377441
Dataset/ThermEval-D/Thermal_558,2ft,Person,31.785654067993164
Dataset/ThermEval-D/Thermal_558,2ft,Chest,31.17782592773437
