tiff_file,category,ground_truth
Dataset/ThermEval-D/Thermal_509,person,"[0.43, 0.43, 0.66, 0.94]"
Dataset/ThermEval-D/Thermal_509,chest,"[0.53, 0.52, 0.64, 0.66]"
Dataset/ThermEval-D/Thermal_506,person,"[0.48, 0.42, 0.66, 0.94]"
Dataset/ThermEval-D/Thermal_506,chest,"[0.52, 0.53, 0.62, 0.66]"
Dataset/ThermEval-D/Thermal_444,person,"[0.31, 0.35, 0.63, 0.99]"
Dataset/ThermEval-D/Thermal_444,chest,"[0.4, 0.52, 0.57, 0.74]"
Dataset/ThermEval-D/Thermal_444,forehead,"[0.47, 0.37, 0.51, 0.39]"
Dataset/ThermEval-D/Thermal_443,person,"[0.32, 0.38, 0.63, 0.99]"
Dataset/ThermEval-D/Thermal_443,chest,"[0.4, 0.53, 0.57, 0.73]"
Dataset/ThermEval-D/Thermal_443,forehead,"[0.45, 0.38, 0.51, 0.39]"
Dataset/ThermEval-D/Thermal_492,person,"[0.43, 0.4, 0.71, 0.99]"
Dataset/ThermEval-D/Thermal_492,chest,"[0.49, 0.54, 0.65, 0.72]"
Dataset/ThermEval-D/Thermal_435,person,"[0.26, 0.24, 0.75, 0.99]"
Dataset/ThermEval-D/Thermal_435,chest,"[0.35, 0.55, 0.65, 0.96]"
Dataset/ThermEval-D/Thermal_435,forehead,"[0.42, 0.29, 0.55, 0.37]"
Dataset/ThermEval-D/Thermal_435,nose,"[0.47, 0.38, 0.51, 0.44]"
Dataset/ThermEval-D/Thermal_446,person,"[0.32, 0.38, 0.63, 0.99]"
Dataset/ThermEval-D/Thermal_446,chest,"[0.41, 0.52, 0.58, 0.76]"
Dataset/ThermEval-D/Thermal_446,forehead,"[0.53, 0.43, 0.56, 0.46]"
Dataset/ThermEval-D/Thermal_503,person,"[0.48, 0.43, 0.66, 0.94]"
Dataset/ThermEval-D/Thermal_503,chest,"[0.52, 0.52, 0.62, 0.65]"
Dataset/ThermEval-D/Thermal_448,person,"[0.32, 0.37, 0.63, 0.99]"
Dataset/ThermEval-D/Thermal_448,chest,"[0.4, 0.53, 0.57, 0.73]"
Dataset/ThermEval-D/Thermal_448,forehead,"[0.44, 0.43, 0.52, 0.47]"
Dataset/ThermEval-D/Thermal_427,person,"[0.25, 0.26, 0.75, 0.99]"
Dataset/ThermEval-D/Thermal_427,chest,"[0.36, 0.55, 0.66, 0.94]"
Dataset/ThermEval-D/Thermal_427,nose,"[0.6, 0.4, 0.64, 0.45]"
Dataset/ThermEval-D/Thermal_427,forehead,"[0.55, 0.32, 0.62, 0.37]"
Dataset/ThermEval-D/Thermal_510,person,"[0.48, 0.43, 0.71, 0.94]"
Dataset/ThermEval-D/Thermal_510,chest,"[0.52, 0.53, 0.61, 0.65]"
Dataset/ThermEval-D/Thermal_433,person,"[0.26, 0.26, 0.75, 0.99]"
Dataset/ThermEval-D/Thermal_433,forehead,"[0.43, 0.38, 0.57, 0.45]"
Dataset/ThermEval-D/Thermal_433,nose,"[0.48, 0.47, 0.52, 0.53]"
Dataset/ThermEval-D/Thermal_433,chest,"[0.35, 0.55, 0.65, 0.91]"
Dataset/ThermEval-D/Thermal_449,person,"[0.31, 0.37, 0.63, 0.99]"
Dataset/ThermEval-D/Thermal_449,chest,"[0.4, 0.52, 0.57, 0.75]"
Dataset/ThermEval-D/Thermal_449,forehead,"[0.42, 0.44, 0.46, 0.47]"
Dataset/ThermEval-D/Thermal_479,person,"[0.3, 0.33, 0.76, 0.99]"
Dataset/ThermEval-D/Thermal_479,chest,"[0.39, 0.6, 0.7, 0.99]"
Dataset/ThermEval-D/Thermal_479,nose,"[0.42, 0.53, 0.45, 0.58]"
Dataset/ThermEval-D/Thermal_479,forehead,"[0.41, 0.45, 0.49, 0.52]"
Dataset/ThermEval-D/Thermal_494,person,"[0.42, 0.39, 0.71, 0.99]"
Dataset/ThermEval-D/Thermal_494,chest,"[0.49, 0.54, 0.64, 0.73]"
Dataset/ThermEval-D/Thermal_494,forehead,"[0.52, 0.43, 0.55, 0.46]"
Dataset/ThermEval-D/Thermal_462,person,"[0.38, 0.42, 0.57, 0.97]"
Dataset/ThermEval-D/Thermal_462,chest,"[0.43, 0.51, 0.53, 0.65]"
Dataset/ThermEval-D/Thermal_462,forehead,"[0.44, 0.46, 0.47, 0.47]"
Dataset/ThermEval-D/Thermal_429,person,"[0.26, 0.24, 0.75, 0.99]"
Dataset/ThermEval-D/Thermal_429,chest,"[0.35, 0.55, 0.65, 0.95]"
Dataset/ThermEval-D/Thermal_429,nose,"[0.42, 0.34, 0.45, 0.39]"
Dataset/ThermEval-D/Thermal_429,forehead,"[0.45, 0.28, 0.52, 0.32]"
Dataset/ThermEval-D/Thermal_507,person,"[0.48, 0.43, 0.67, 0.94]"
Dataset/ThermEval-D/Thermal_507,chest,"[0.52, 0.53, 0.62, 0.66]"
Dataset/ThermEval-D/Thermal_442,person,"[0.31, 0.36, 0.63, 0.99]"
Dataset/ThermEval-D/Thermal_442,chest,"[0.4, 0.52, 0.57, 0.76]"
Dataset/ThermEval-D/Thermal_442,forehead,"[0.46, 0.37, 0.5, 0.4]"
Dataset/ThermEval-D/Thermal_482,person,"[0.43, 0.39, 0.71, 0.99]"
Dataset/ThermEval-D/Thermal_482,chest,"[0.49, 0.54, 0.65, 0.73]"
Dataset/ThermEval-D/Thermal_482,forehead,"[0.53, 0.42, 0.6, 0.46]"
Dataset/ThermEval-D/Thermal_482,nose,"[0.56, 0.46, 0.58, 0.49]"
Dataset/ThermEval-D/Thermal_453,person,"[0.38, 0.41, 0.57, 0.97]"
Dataset/ThermEval-D/Thermal_453,chest,"[0.43, 0.51, 0.53, 0.66]"
Dataset/ThermEval-D/Thermal_470,person,"[0.3, 0.32, 0.76, 0.99]"
Dataset/ThermEval-D/Thermal_470,chest,"[0.38, 0.61, 0.69, 0.99]"
Dataset/ThermEval-D/Thermal_470,forehead,"[0.43, 0.38, 0.51, 0.44]"
Dataset/ThermEval-D/Thermal_470,nose,"[0.43, 0.45, 0.47, 0.51]"
Dataset/ThermEval-D/Thermal_487,person,"[0.43, 0.4, 0.71, 0.99]"
Dataset/ThermEval-D/Thermal_487,chest,"[0.49, 0.54, 0.64, 0.73]"
Dataset/ThermEval-D/Thermal_474,person,"[0.29, 0.34, 0.76, 0.99]"
Dataset/ThermEval-D/Thermal_474,chest,"[0.38, 0.6, 0.7, 0.98]"
Dataset/ThermEval-D/Thermal_474,nose,"[0.56, 0.4, 0.59, 0.44]"
Dataset/ThermEval-D/Thermal_474,forehead,"[0.5, 0.36, 0.59, 0.4]"
Dataset/ThermEval-D/Thermal_464,person,"[0.38, 0.42, 0.57, 0.97]"
Dataset/ThermEval-D/Thermal_464,chest,"[0.43, 0.52, 0.53, 0.66]"
Dataset/ThermEval-D/Thermal_464,forehead,"[0.49, 0.46, 0.52, 0.48]"
Dataset/ThermEval-D/Thermal_483,person,"[0.43, 0.39, 0.71, 0.99]"
Dataset/ThermEval-D/Thermal_483,chest,"[0.49, 0.54, 0.64, 0.73]"
Dataset/ThermEval-D/Thermal_483,forehead,"[0.52, 0.43, 0.57, 0.45]"
Dataset/ThermEval-D/Thermal_483,nose,"[0.53, 0.46, 0.55, 0.49]"
Dataset/ThermEval-D/Thermal_477,person,"[0.3, 0.32, 0.77, 0.99]"
Dataset/ThermEval-D/Thermal_477,chest,"[0.38, 0.6, 0.7, 0.99]"
Dataset/ThermEval-D/Thermal_477,nose,"[0.5, 0.53, 0.54, 0.59]"
Dataset/ThermEval-D/Thermal_477,forehead,"[0.46, 0.47, 0.59, 0.51]"
Dataset/ThermEval-D/Thermal_459,person,"[0.38, 0.4, 0.57, 0.96]"
Dataset/ThermEval-D/Thermal_459,chest,"[0.43, 0.51, 0.53, 0.66]"
Dataset/ThermEval-D/Thermal_459,forehead,"[0.46, 0.41, 0.48, 0.43]"
Dataset/ThermEval-D/Thermal_486,person,"[0.43, 0.4, 0.71, 0.99]"
Dataset/ThermEval-D/Thermal_486,chest,"[0.49, 0.54, 0.65, 0.73]"
Dataset/ThermEval-D/Thermal_486,forehead,"[0.55, 0.41, 0.59, 0.44]"
Dataset/ThermEval-D/Thermal_501,person,"[0.48, 0.42, 0.66, 0.94]"
Dataset/ThermEval-D/Thermal_421,person,"[0.26, 0.24, 0.75, 0.99]"
Dataset/ThermEval-D/Thermal_421,chest,"[0.35, 0.55, 0.65, 0.9]"
Dataset/ThermEval-D/Thermal_421,forehead,"[0.43, 0.29, 0.57, 0.37]"
Dataset/ThermEval-D/Thermal_421,nose,"[0.48, 0.39, 0.52, 0.46]"
Dataset/ThermEval-D/Thermal_485,person,"[0.43, 0.4, 0.71, 0.99]"
Dataset/ThermEval-D/Thermal_485,chest,"[0.5, 0.54, 0.65, 0.73]"
Dataset/ThermEval-D/Thermal_485,forehead,"[0.53, 0.41, 0.57, 0.44]"
Dataset/ThermEval-D/Thermal_473,person,"[0.29, 0.34, 0.76, 0.99]"
Dataset/ThermEval-D/Thermal_473,chest,"[0.39, 0.6, 0.7, 0.99]"
Dataset/ThermEval-D/Thermal_473,forehead,"[0.48, 0.35, 0.57, 0.39]"
Dataset/ThermEval-D/Thermal_473,nose,"[0.51, 0.39, 0.55, 0.43]"
Dataset/ThermEval-D/Thermal_428,person,"[0.26, 0.24, 0.75, 0.99]"
Dataset/ThermEval-D/Thermal_428,chest,"[0.34, 0.55, 0.64, 0.96]"
Dataset/ThermEval-D/Thermal_428,forehead,"[0.44, 0.27, 0.54, 0.31]"
Dataset/ThermEval-D/Thermal_428,nose,"[0.47, 0.32, 0.52, 0.37]"
Dataset/ThermEval-D/Thermal_478,person,"[0.3, 0.32, 0.77, 0.99]"
Dataset/ThermEval-D/Thermal_478,chest,"[0.39, 0.6, 0.7, 0.99]"
Dataset/ThermEval-D/Thermal_478,forehead,"[0.44, 0.44, 0.54, 0.51]"
Dataset/ThermEval-D/Thermal_478,nose,"[0.46, 0.52, 0.5, 0.58]"
Dataset/ThermEval-D/Thermal_422,person,"[0.26, 0.24, 0.75, 0.99]"
Dataset/ThermEval-D/Thermal_422,forehead,"[0.42, 0.3, 0.53, 0.37]"
Dataset/ThermEval-D/Thermal_422,nose,"[0.43, 0.4, 0.47, 0.45]"
Dataset/ThermEval-D/Thermal_422,chest,"[0.35, 0.56, 0.65, 0.92]"
Dataset/ThermEval-D/Thermal_454,person,"[0.38, 0.41, 0.57, 0.96]"
Dataset/ThermEval-D/Thermal_454,chest,"[0.43, 0.51, 0.53, 0.65]"
Dataset/ThermEval-D/Thermal_454,forehead,"[0.48, 0.42, 0.51, 0.44]"
Dataset/ThermEval-D/Thermal_491,person,"[0.43, 0.41, 0.71, 0.99]"
Dataset/ThermEval-D/Thermal_491,chest,"[0.49, 0.54, 0.65, 0.74]"
Dataset/ThermEval-D/Thermal_457,person,"[0.38, 0.41, 0.57, 0.97]"
Dataset/ThermEval-D/Thermal_457,chest,"[0.43, 0.51, 0.53, 0.66]"
Dataset/ThermEval-D/Thermal_455,person,"[0.38, 0.41, 0.57, 0.97]"
Dataset/ThermEval-D/Thermal_455,chest,"[0.43, 0.51, 0.53, 0.66]"
Dataset/ThermEval-D/Thermal_455,forehead,"[0.5, 0.43, 0.52, 0.45]"
Dataset/ThermEval-D/Thermal_490,person,"[0.43, 0.4, 0.71, 0.99]"
Dataset/ThermEval-D/Thermal_490,chest,"[0.49, 0.54, 0.65, 0.73]"
Dataset/ThermEval-D/Thermal_431,person,"[0.26, 0.26, 0.75, 0.99]"
Dataset/ThermEval-D/Thermal_431,chest,"[0.35, 0.55, 0.66, 0.96]"
Dataset/ThermEval-D/Thermal_431,forehead,"[0.53, 0.36, 0.62, 0.42]"
Dataset/ThermEval-D/Thermal_431,nose,"[0.57, 0.45, 0.61, 0.51]"
Dataset/ThermEval-D/Thermal_434,person,"[0.26, 0.26, 0.75, 0.99]"
Dataset/ThermEval-D/Thermal_434,chest,"[0.35, 0.55, 0.65, 0.91]"
Dataset/ThermEval-D/Thermal_434,forehead,"[0.38, 0.37, 0.46, 0.43]"
Dataset/ThermEval-D/Thermal_434,nose,"[0.39, 0.46, 0.43, 0.52]"
Dataset/ThermEval-D/Thermal_469,person,"[0.3, 0.32, 0.77, 0.99]"
Dataset/ThermEval-D/Thermal_469,chest,"[0.38, 0.6, 0.69, 0.99]"
Dataset/ThermEval-D/Thermal_469,forehead,"[0.45, 0.38, 0.56, 0.43]"
Dataset/ThermEval-D/Thermal_469,nose,"[0.47, 0.44, 0.51, 0.51]"
Dataset/ThermEval-D/Thermal_438,person,"[0.31, 0.36, 0.63, 0.99]"
Dataset/ThermEval-D/Thermal_438,chest,"[0.4, 0.53, 0.57, 0.75]"
Dataset/ThermEval-D/Thermal_438,forehead,"[0.51, 0.39, 0.54, 0.42]"
Dataset/ThermEval-D/Thermal_438,nose,"[0.53, 0.44, 0.55, 0.47]"
Dataset/ThermEval-D/Thermal_480,person,"[0.28, 0.31, 0.75, 0.99]"
Dataset/ThermEval-D/Thermal_480,chest,"[0.37, 0.6, 0.69, 0.99]"
Dataset/ThermEval-D/Thermal_480,forehead,"[0.49, 0.38, 0.59, 0.44]"
Dataset/ThermEval-D/Thermal_480,nose,"[0.54, 0.45, 0.58, 0.51]"
Dataset/ThermEval-D/Thermal_463,person,"[0.38, 0.42, 0.57, 0.97]"
Dataset/ThermEval-D/Thermal_463,chest,"[0.43, 0.51, 0.54, 0.66]"
Dataset/ThermEval-D/Thermal_463,forehead,"[0.45, 0.45, 0.5, 0.48]"
Dataset/ThermEval-D/Thermal_496,person,"[0.48, 0.43, 0.66, 0.94]"
Dataset/ThermEval-D/Thermal_496,chest,"[0.51, 0.53, 0.62, 0.65]"
Dataset/ThermEval-D/Thermal_496,forehead,"[0.54, 0.45, 0.59, 0.47]"
Dataset/ThermEval-D/Thermal_437,person,"[0.32, 0.36, 0.62, 0.99]"
Dataset/ThermEval-D/Thermal_437,chest,"[0.4, 0.52, 0.57, 0.75]"
Dataset/ThermEval-D/Thermal_437,forehead,"[0.48, 0.39, 0.52, 0.42]"
Dataset/ThermEval-D/Thermal_437,nose,"[0.5, 0.44, 0.52, 0.47]"
Dataset/ThermEval-D/Thermal_436,person,"[0.31, 0.36, 0.62, 0.99]"
Dataset/ThermEval-D/Thermal_436,chest,"[0.4, 0.52, 0.57, 0.74]"
Dataset/ThermEval-D/Thermal_436,forehead,"[0.45, 0.37, 0.51, 0.41]"
Dataset/ThermEval-D/Thermal_436,nose,"[0.47, 0.42, 0.49, 0.45]"
Dataset/ThermEval-D/Thermal_439,person,"[0.31, 0.36, 0.63, 0.99]"
Dataset/ThermEval-D/Thermal_439,chest,"[0.4, 0.52, 0.57, 0.74]"
Dataset/ThermEval-D/Thermal_439,forehead,"[0.43, 0.39, 0.48, 0.42]"
Dataset/ThermEval-D/Thermal_439,nose,"[0.43, 0.44, 0.45, 0.47]"
Dataset/ThermEval-D/Thermal_498,person,"[0.48, 0.43, 0.66, 0.94]"
Dataset/ThermEval-D/Thermal_498,chest,"[0.52, 0.53, 0.62, 0.65]"
Dataset/ThermEval-D/Thermal_508,person,"[0.48, 0.43, 0.67, 0.94]"
Dataset/ThermEval-D/Thermal_508,chest,"[0.52, 0.53, 0.62, 0.66]"
Dataset/ThermEval-D/Thermal_499,person,"[0.48, 0.43, 0.66, 0.94]"
Dataset/ThermEval-D/Thermal_499,chest,"[0.52, 0.53, 0.63, 0.65]"
Dataset/ThermEval-D/Thermal_489,person,"[0.43, 0.41, 0.71, 0.99]"
Dataset/ThermEval-D/Thermal_489,chest,"[0.49, 0.54, 0.65, 0.73]"
Dataset/ThermEval-D/Thermal_432,person,"[0.26, 0.26, 0.75, 0.99]"
Dataset/ThermEval-D/Thermal_432,chest,"[0.35, 0.55, 0.66, 0.96]"
Dataset/ThermEval-D/Thermal_432,nose,"[0.58, 0.48, 0.61, 0.53]"
Dataset/ThermEval-D/Thermal_432,forehead,"[0.55, 0.4, 0.63, 0.45]"
Dataset/ThermEval-D/Thermal_441,person,"[0.31, 0.38, 0.63, 0.99]"
Dataset/ThermEval-D/Thermal_441,chest,"[0.4, 0.52, 0.56, 0.73]"
Dataset/ThermEval-D/Thermal_441,nose,"[0.44, 0.41, 0.45, 0.43]"
Dataset/ThermEval-D/Thermal_426,person,"[0.25, 0.26, 0.75, 0.99]"
Dataset/ThermEval-D/Thermal_426,chest,"[0.35, 0.55, 0.65, 0.93]"
Dataset/ThermEval-D/Thermal_426,forehead,"[0.57, 0.32, 0.61, 0.37]"
Dataset/ThermEval-D/Thermal_426,nose,"[0.61, 0.41, 0.64, 0.46]"
Dataset/ThermEval-D/Thermal_505,person,"[0.48, 0.43, 0.66, 0.94]"
Dataset/ThermEval-D/Thermal_505,chest,"[0.52, 0.53, 0.63, 0.65]"
Dataset/ThermEval-D/Thermal_425,person,"[0.26, 0.24, 0.75, 0.99]"
Dataset/ThermEval-D/Thermal_425,chest,"[0.35, 0.55, 0.65, 0.94]"
Dataset/ThermEval-D/Thermal_425,forehead,"[0.48, 0.3, 0.58, 0.37]"
Dataset/ThermEval-D/Thermal_425,nose,"[0.54, 0.39, 0.57, 0.45]"
Dataset/ThermEval-D/Thermal_424,person,"[0.26, 0.24, 0.75, 0.99]"
Dataset/ThermEval-D/Thermal_424,chest,"[0.35, 0.55, 0.64, 0.93]"
Dataset/ThermEval-D/Thermal_424,nose,"[0.37, 0.4, 0.41, 0.45]"
Dataset/ThermEval-D/Thermal_424,forehead,"[0.4, 0.31, 0.46, 0.38]"
Dataset/ThermEval-D/Thermal_447,person,"[0.31, 0.37, 0.63, 0.99]"
Dataset/ThermEval-D/Thermal_447,chest,"[0.4, 0.53, 0.58, 0.73]"
Dataset/ThermEval-D/Thermal_447,forehead,"[0.49, 0.44, 0.54, 0.46]"
Dataset/ThermEval-D/Thermal_500,person,"[0.48, 0.43, 0.66, 0.94]"
Dataset/ThermEval-D/Thermal_500,chest,"[0.52, 0.52, 0.62, 0.66]"
Dataset/ThermEval-D/Thermal_475,person,"[0.29, 0.33, 0.76, 0.99]"
Dataset/ThermEval-D/Thermal_475,chest,"[0.38, 0.6, 0.7, 0.99]"
Dataset/ThermEval-D/Thermal_476,person,"[0.3, 0.32, 0.76, 0.99]"
Dataset/ThermEval-D/Thermal_476,chest,"[0.38, 0.6, 0.7, 0.99]"
Dataset/ThermEval-D/Thermal_476,nose,"[0.55, 0.54, 0.59, 0.6]"
Dataset/ThermEval-D/Thermal_476,forehead,"[0.5, 0.47, 0.62, 0.52]"
Dataset/ThermEval-D/Thermal_423,person,"[0.26, 0.24, 0.75, 0.99]"
Dataset/ThermEval-D/Thermal_423,forehead,"[0.42, 0.29, 0.52, 0.36]"
Dataset/ThermEval-D/Thermal_423,nose,"[0.42, 0.39, 0.46, 0.45]"
Dataset/ThermEval-D/Thermal_423,chest,"[0.34, 0.55, 0.64, 0.9]"
Dataset/ThermEval-D/Thermal_502,person,"[0.48, 0.43, 0.66, 0.94]"
Dataset/ThermEval-D/Thermal_502,chest,"[0.52, 0.53, 0.63, 0.66]"
Dataset/ThermEval-D/Thermal_456,person,"[0.38, 0.42, 0.57, 0.97]"
Dataset/ThermEval-D/Thermal_456,chest,"[0.43, 0.51, 0.53, 0.66]"
Dataset/ThermEval-D/Thermal_445,person,"[0.32, 0.36, 0.63, 0.99]"
Dataset/ThermEval-D/Thermal_445,chest,"[0.4, 0.52, 0.57, 0.74]"
Dataset/ThermEval-D/Thermal_445,forehead,"[0.48, 0.38, 0.51, 0.4]"
Dataset/ThermEval-D/Thermal_445,nose,"[0.51, 0.41, 0.53, 0.43]"
Dataset/ThermEval-D/Thermal_461,person,"[0.38, 0.42, 0.57, 0.97]"
Dataset/ThermEval-D/Thermal_461,chest,"[0.42, 0.5, 0.54, 0.66]"
Dataset/ThermEval-D/Thermal_468,person,"[0.3, 0.32, 0.76, 0.99]"
Dataset/ThermEval-D/Thermal_468,chest,"[0.38, 0.6, 0.69, 0.99]"
Dataset/ThermEval-D/Thermal_468,nose,"[0.5, 0.45, 0.55, 0.51]"
Dataset/ThermEval-D/Thermal_468,forehead,"[0.47, 0.38, 0.58, 0.44]"
Dataset/ThermEval-D/Thermal_504,person,"[0.48, 0.43, 0.66, 0.95]"
Dataset/ThermEval-D/Thermal_504,chest,"[0.52, 0.53, 0.62, 0.66]"
Dataset/ThermEval-D/Thermal_488,person,"[0.43, 0.41, 0.71, 0.99]"
Dataset/ThermEval-D/Thermal_488,chest,"[0.5, 0.54, 0.65, 0.73]"
Dataset/ThermEval-D/Thermal_623,person,"[0.31, 0.35, 0.62, 0.99]"
Dataset/ThermEval-D/Thermal_623,chest,"[0.39, 0.53, 0.53, 0.68]"
Dataset/ThermEval-D/Thermal_623,forehead,"[0.46, 0.36, 0.48, 0.37]"
Dataset/ThermEval-D/Thermal_1012,person,"[0.19, 0.08, 0.84, 0.99]"
Dataset/ThermEval-D/Thermal_1012,chest,"[0.35, 0.52, 0.68, 0.95]"
Dataset/ThermEval-D/Thermal_1012,forehead,"[0.51, 0.2, 0.61, 0.26]"
Dataset/ThermEval-D/Thermal_1012,nose,"[0.59, 0.28, 0.62, 0.32]"
Dataset/ThermEval-D/Thermal_613,person,"[0.23, 0.21, 0.71, 0.99]"
Dataset/ThermEval-D/Thermal_613,chest,"[0.34, 0.51, 0.61, 0.93]"
Dataset/ThermEval-D/Thermal_613,forehead,"[0.42, 0.32, 0.53, 0.38]"
Dataset/ThermEval-D/Thermal_613,nose,"[0.46, 0.4, 0.5, 0.46]"
Dataset/ThermEval-D/Thermal_679,person,"[0.33, 0.4, 0.53, 0.96]"
Dataset/ThermEval-D/Thermal_679,chest,"[0.38, 0.52, 0.47, 0.66]"
Dataset/ThermEval-D/Thermal_795,person,"[0.31, 0.31, 0.72, 0.99]"
Dataset/ThermEval-D/Thermal_795,chest,"[0.39, 0.6, 0.6, 0.9]"
Dataset/ThermEval-D/Thermal_808,person,"[0.37, 0.38, 0.63, 0.99]"
Dataset/ThermEval-D/Thermal_808,chest,"[0.44, 0.54, 0.57, 0.73]"
Dataset/ThermEval-D/Thermal_808,nose,"[0.49, 0.48, 0.51, 0.52]"
Dataset/ThermEval-D/Thermal_844,person,"[0.38, 0.39, 0.61, 0.99]"
Dataset/ThermEval-D/Thermal_844,chest,"[0.42, 0.53, 0.54, 0.69]"
Dataset/ThermEval-D/Thermal_741,person,"[0.34, 0.27, 0.83, 0.99]"
Dataset/ThermEval-D/Thermal_741,chest,"[0.46, 0.59, 0.71, 0.96]"
Dataset/ThermEval-D/Thermal_741,forehead,"[0.55, 0.28, 0.65, 0.37]"
Dataset/ThermEval-D/Thermal_741,nose,"[0.65, 0.36, 0.69, 0.42]"
Dataset/ThermEval-D/Thermal_514,person,"[0.24, 0.16, 0.82, 0.99]"
Dataset/ThermEval-D/Thermal_514,chest,"[0.39, 0.51, 0.7, 0.98]"
Dataset/ThermEval-D/Thermal_514,forehead,"[0.46, 0.22, 0.56, 0.3]"
Dataset/ThermEval-D/Thermal_514,nose,"[0.46, 0.31, 0.49, 0.37]"
Dataset/ThermEval-D/Thermal_705,person,"[0.32, 0.11, 0.81, 0.99]"
Dataset/ThermEval-D/Thermal_705,chest,"[0.43, 0.48, 0.73, 0.98]"
Dataset/ThermEval-D/Thermal_705,forehead,"[0.66, 0.24, 0.74, 0.31]"
Dataset/ThermEval-D/Thermal_867,person,"[0.45, 0.4, 0.6, 0.95]"
Dataset/ThermEval-D/Thermal_867,chest,"[0.49, 0.51, 0.56, 0.62]"
Dataset/ThermEval-D/Thermal_833,person,"[0.35, 0.31, 0.74, 0.99]"
Dataset/ThermEval-D/Thermal_833,chest,"[0.44, 0.56, 0.64, 0.86]"
Dataset/ThermEval-D/Thermal_898,person,"[0.41, 0.37, 0.72, 0.99]"
Dataset/ThermEval-D/Thermal_898,chest,"[0.5, 0.52, 0.63, 0.7]"
Dataset/ThermEval-D/Thermal_591,person,"[0.44, 0.4, 0.65, 0.93]"
Dataset/ThermEval-D/Thermal_591,chest,"[0.5, 0.51, 0.6, 0.63]"
Dataset/ThermEval-D/Thermal_591,forehead,"[0.54, 0.41, 0.57, 0.43]"
Dataset/ThermEval-D/Thermal_552,person,"[0.43, 0.4, 0.63, 0.93]"
Dataset/ThermEval-D/Thermal_552,chest,"[0.5, 0.51, 0.59, 0.65]"
Dataset/ThermEval-D/Thermal_552,forehead,"[0.54, 0.44, 0.58, 0.48]"
Dataset/ThermEval-D/Thermal_1018,person,"[0.18, 0.1, 0.83, 0.99]"
Dataset/ThermEval-D/Thermal_1018,chest,"[0.38, 0.47, 0.67, 0.95]"
Dataset/ThermEval-D/Thermal_1018,forehead,"[0.46, 0.16, 0.57, 0.2]"
Dataset/ThermEval-D/Thermal_1018,nose,"[0.5, 0.22, 0.53, 0.27]"
Dataset/ThermEval-D/Thermal_973,person,"[0.3, 0.24, 0.86, 0.99]"
Dataset/ThermEval-D/Thermal_973,chest,"[0.44, 0.61, 0.71, 0.97]"
Dataset/ThermEval-D/Thermal_973,forehead,"[0.55, 0.4, 0.65, 0.43]"
Dataset/ThermEval-D/Thermal_766,person,"[0.45, 0.44, 0.66, 0.97]"
Dataset/ThermEval-D/Thermal_766,chest,"[0.52, 0.55, 0.61, 0.67]"
Dataset/ThermEval-D/Thermal_732,person,"[0.46, 0.37, 0.67, 0.94]"
Dataset/ThermEval-D/Thermal_732,chest,"[0.52, 0.51, 0.61, 0.66]"
Dataset/ThermEval-D/Thermal_661,person,"[0.25, 0.35, 0.54, 0.99]"
Dataset/ThermEval-D/Thermal_661,chest,"[0.34, 0.51, 0.48, 0.72]"
Dataset/ThermEval-D/Thermal_956,person,"[0.3, 0.43, 0.5, 0.95]"
Dataset/ThermEval-D/Thermal_956,chest,"[0.37, 0.53, 0.46, 0.66]"
Dataset/ThermEval-D/Thermal_947,person,"[0.3, 0.42, 0.5, 0.95]"
Dataset/ThermEval-D/Thermal_947,chest,"[0.37, 0.52, 0.45, 0.65]"
Dataset/ThermEval-D/Thermal_654,person,"[0.14, 0.16, 0.78, 0.99]"
Dataset/ThermEval-D/Thermal_654,chest,"[0.32, 0.49, 0.58, 0.89]"
Dataset/ThermEval-D/Thermal_654,nose,"[0.4, 0.26, 0.43, 0.31]"
Dataset/ThermEval-D/Thermal_654,forehead,"[0.39, 0.19, 0.49, 0.25]"
Dataset/ThermEval-D/Thermal_859,person,"[0.45, 0.43, 0.59, 0.95]"
Dataset/ThermEval-D/Thermal_859,chest,"[0.49, 0.52, 0.56, 0.6]"
Dataset/ThermEval-D/Thermal_863,person,"[0.45, 0.4, 0.6, 0.95]"
Dataset/ThermEval-D/Thermal_863,chest,"[0.48, 0.51, 0.56, 0.62]"
Dataset/ThermEval-D/Thermal_807,person,"[0.36, 0.38, 0.62, 0.99]"
Dataset/ThermEval-D/Thermal_807,chest,"[0.45, 0.54, 0.56, 0.72]"
Dataset/ThermEval-D/Thermal_746,person,"[0.34, 0.27, 0.83, 0.99]"
Dataset/ThermEval-D/Thermal_746,chest,"[0.45, 0.61, 0.72, 0.96]"
Dataset/ThermEval-D/Thermal_746,forehead,"[0.45, 0.39, 0.57, 0.47]"
Dataset/ThermEval-D/Thermal_746,nose,"[0.46, 0.49, 0.49, 0.55]"
Dataset/ThermEval-D/Thermal_731,person,"[0.46, 0.37, 0.67, 0.94]"
Dataset/ThermEval-D/Thermal_731,chest,"[0.53, 0.5, 0.61, 0.66]"
Dataset/ThermEval-D/Thermal_874,person,"[0.32, 0.14, 0.78, 0.99]"
Dataset/ThermEval-D/Thermal_874,chest,"[0.43, 0.49, 0.69, 0.89]"
Dataset/ThermEval-D/Thermal_874,forehead,"[0.45, 0.21, 0.56, 0.28]"
